locus	transcript	exp	obs
20:62038718	ENST00000359125	2.1860e-01	1
20:62038719	ENST00000359125	2.1860e-01	0
20:62038721	ENST00000359125	1.7923e-01	0
20:62038722	ENST00000359125	1.0008e-01	0
20:62038723	ENST00000359125	7.4322e-02	0
20:62038724	ENST00000359125	8.0945e-02	0
20:62038725	ENST00000359125	3.4178e-02	0
20:62038727	ENST00000359125	1.0008e-01	0
20:62038728	ENST00000359125	2.5380e-01	0
20:62039766	ENST00000359125	6.1470e-02	0
20:62039767	ENST00000359125	1.1220e-01	0
20:62039768	ENST00000359125	7.0054e-02	0
20:62039769	ENST00000359125	6.0236e-02	0
20:62039770	ENST00000359125	8.9152e-02	0
20:62039771	ENST00000359125	5.9162e-02	0
20:62039772	ENST00000359125	8.7414e-02	0
20:62039773	ENST00000359125	7.7118e-02	0
20:62039774	ENST00000359125	1.4286e-01	0
20:62039776	ENST00000359125	1.1669e-01	0
20:62039777	ENST00000359125	1.7400e-01	0
20:62039778	ENST00000359125	6.1470e-02	0
20:62039779	ENST00000359125	8.9152e-02	1
20:62039780	ENST00000359125	5.9162e-02	0
20:62039782	ENST00000359125	2.0715e-01	0
20:62039783	ENST00000359125	1.8942e+00	1
20:62039785	ENST00000359125	7.7118e-02	0
20:62039786	ENST00000359125	1.6922e-01	0
20:62039788	ENST00000359125	1.8942e+00	0
20:62039789	ENST00000359125	6.9154e-02	0
20:62039791	ENST00000359125	1.7923e-01	0
20:62039792	ENST00000359125	1.6479e-01	0
20:62039793	ENST00000359125	1.4896e-01	0
20:62039794	ENST00000359125	2.1860e-01	0
20:62039795	ENST00000359125	1.3100e-01	0
20:62039796	ENST00000359125	1.4342e-01	0
20:62039797	ENST00000359125	2.1860e-01	0
20:62039798	ENST00000359125	2.1860e-01	0
20:62039799	ENST00000359125	7.0054e-02	0
20:62039800	ENST00000359125	1.6922e-01	0
20:62039801	ENST00000359125	1.1220e-01	0
20:62039803	ENST00000359125	2.0715e-01	0
20:62039804	ENST00000359125	2.0715e-01	1
20:62039805	ENST00000359125	1.1427e-01	0
20:62039806	ENST00000359125	1.0008e-01	0
20:62039807	ENST00000359125	1.7923e-01	0
20:62039808	ENST00000359125	6.1470e-02	0
20:62039809	ENST00000359125	7.7118e-02	0
20:62039810	ENST00000359125	7.7252e-02	0
20:62039812	ENST00000359125	2.0715e-01	0
20:62039813	ENST00000359125	8.4433e-02	0
20:62039815	ENST00000359125	1.1220e-01	0
20:62039816	ENST00000359125	3.2242e-02	0
20:62039817	ENST00000359125	6.0236e-02	0
20:62039818	ENST00000359125	7.7118e-02	0
20:62039819	ENST00000359125	1.4286e-01	1
20:62039821	ENST00000359125	1.8998e+00	1
20:62039822	ENST00000359125	2.0526e-01	1
20:62039823	ENST00000359125	6.1470e-02	0
20:62039824	ENST00000359125	7.7118e-02	0
20:62039825	ENST00000359125	1.4771e+00	1
20:62039827	ENST00000359125	2.0526e-01	0
20:62039828	ENST00000359125	2.0526e-01	0
20:62039830	ENST00000359125	1.8942e+00	1
20:62039831	ENST00000359125	1.6230e-01	0
20:62039833	ENST00000359125	2.0526e-01	0
20:62039834	ENST00000359125	2.0715e-01	0
20:62039835	ENST00000359125	6.1470e-02	0
20:62039836	ENST00000359125	8.9152e-02	0
20:62039837	ENST00000359125	8.0945e-02	0
20:62039839	ENST00000359125	2.5380e-01	2
20:62039840	ENST00000359125	1.1669e-01	0
20:62039842	ENST00000359125	1.8998e+00	0
20:62039843	ENST00000359125	1.8942e+00	2
20:62039844	ENST00000359125	1.1427e-01	0
20:62039845	ENST00000359125	1.0008e-01	0
20:62039846	ENST00000359125	1.7923e-01	0
20:62039847	ENST00000359125	6.1470e-02	0
20:62039848	ENST00000359125	8.9152e-02	0
20:62039849	ENST00000359125	8.0945e-02	0
20:62039850	ENST00000359125	7.4322e-02	0
20:62039851	ENST00000359125	1.0008e-01	0
20:62039852	ENST00000359125	1.7923e-01	1
20:62039854	ENST00000359125	2.1451e+00	1
20:62039855	ENST00000359125	1.1669e-01	1
20:62039856	ENST00000359125	2.9961e-02	0
20:62039857	ENST00000359125	1.3100e-01	0
20:62039858	ENST00000359125	1.3100e-01	0
20:62039860	ENST00000359125	1.8998e+00	1
20:62039861	ENST00000359125	1.6922e-01	1
20:62039863	ENST00000359125	1.4896e-01	1
20:62039864	ENST00000359125	2.0715e-01	0
20:62039866	ENST00000359125	2.0526e-01	0
20:62039867	ENST00000359125	2.0715e-01	0
20:62039869	ENST00000359125	1.4765e-01	0
20:62039870	ENST00000359125	1.7759e+00	0
20:62039872	ENST00000359125	2.0715e-01	0
20:62039873	ENST00000359125	2.0715e-01	0
20:62039875	ENST00000359125	1.1669e-01	0
20:62039876	ENST00000359125	2.1451e+00	2
20:62039877	ENST00000359125	7.7252e-02	0
20:62039878	ENST00000359125	1.3100e-01	0
20:62039879	ENST00000359125	1.3100e-01	0
20:62039880	ENST00000359125	8.7414e-02	0
20:62039881	ENST00000359125	1.1220e-01	0
20:62039882	ENST00000359125	5.4877e-02	0
20:62039883	ENST00000359125	1.1427e-01	0
20:62039884	ENST00000359125	1.0008e-01	0
20:62039885	ENST00000359125	1.7923e-01	0
20:62039887	ENST00000359125	1.1669e-01	0
20:62039888	ENST00000359125	1.8311e-01	0
20:62039889	ENST00000359125	3.3402e-02	0
20:62044803	ENST00000359125	1.7539e-01	0
20:62044804	ENST00000359125	7.3243e-02	0
20:62044806	ENST00000359125	1.7923e-01	0
20:62044807	ENST00000359125	1.0008e-01	0
20:62044808	ENST00000359125	7.1783e-02	0
20:62044809	ENST00000359125	1.1220e-01	0
20:62044810	ENST00000359125	7.0054e-02	0
20:62044812	ENST00000359125	1.1220e-01	0
20:62044813	ENST00000359125	6.1470e-02	0
20:62044814	ENST00000359125	8.4433e-02	0
20:62044815	ENST00000359125	1.6922e-01	0
20:62044816	ENST00000359125	7.7118e-02	0
20:62044817	ENST00000359125	8.7414e-02	0
20:62044818	ENST00000359125	8.9152e-02	0
20:62044819	ENST00000359125	7.6755e-02	0
20:62044820	ENST00000359125	1.8912e-02	0
20:62044821	ENST00000359125	1.4745e-01	0
20:62044822	ENST00000359125	1.4745e-01	0
20:62044824	ENST00000359125	1.5492e+00	0
20:62044825	ENST00000359125	7.5032e-02	0
20:62044827	ENST00000359125	1.7923e-01	0
20:62044828	ENST00000359125	1.0008e-01	0
20:62044830	ENST00000359125	1.1220e-01	0
20:62044831	ENST00000359125	6.0236e-02	0
20:62044832	ENST00000359125	1.6638e-01	0
20:62044833	ENST00000359125	2.1860e-01	0
20:62044834	ENST00000359125	2.1860e-01	0
20:62044835	ENST00000359125	7.4322e-02	0
20:62044836	ENST00000359125	1.0008e-01	0
20:62044837	ENST00000359125	1.7923e-01	0
20:62044839	ENST00000359125	1.1220e-01	0
20:62044840	ENST00000359125	6.1470e-02	0
20:62044841	ENST00000359125	1.1427e-01	0
20:62044842	ENST00000359125	1.1669e-01	0
20:62044843	ENST00000359125	1.4896e-01	0
20:62044845	ENST00000359125	2.0526e-01	0
20:62044846	ENST00000359125	1.8942e+00	0
20:62044848	ENST00000359125	2.0526e-01	0
20:62044849	ENST00000359125	1.6922e-01	0
20:62044851	ENST00000359125	8.1136e-02	0
20:62044852	ENST00000359125	7.7118e-02	0
20:62044854	ENST00000359125	1.1689e-01	0
20:62044855	ENST00000359125	1.1689e-01	0
20:62044856	ENST00000359125	7.1783e-02	0
20:62044857	ENST00000359125	1.1220e-01	0
20:62044858	ENST00000359125	7.0054e-02	0
20:62044859	ENST00000359125	6.0236e-02	0
20:62044860	ENST00000359125	7.7118e-02	0
20:62044861	ENST00000359125	1.4771e+00	0
20:62044862	ENST00000359125	7.7252e-02	0
20:62044863	ENST00000359125	1.3100e-01	0
20:62044864	ENST00000359125	2.1860e-01	0
20:62044866	ENST00000359125	1.0008e-01	0
20:62044867	ENST00000359125	2.1451e+00	0
20:62044868	ENST00000359125	1.6273e-01	0
20:62044869	ENST00000359125	1.0008e-01	0
20:62044870	ENST00000359125	1.7923e-01	0
20:62044871	ENST00000359125	1.4896e-01	0
20:62044872	ENST00000359125	2.1860e-01	0
20:62044873	ENST00000359125	1.3100e-01	0
20:62044875	ENST00000359125	1.1669e-01	0
20:62044876	ENST00000359125	2.1451e+00	1
20:62044877	ENST00000359125	1.6273e-01	0
20:62044878	ENST00000359125	1.0008e-01	0
20:62044879	ENST00000359125	1.5492e+00	0
20:62044881	ENST00000359125	1.1689e-01	0
20:62044882	ENST00000359125	1.0270e-01	0
20:62044884	ENST00000359125	2.0715e-01	0
20:62044885	ENST00000359125	2.0526e-01	0
20:62044887	ENST00000359125	1.8942e+00	0
20:62044888	ENST00000359125	1.7759e+00	0
20:62044890	ENST00000359125	1.1220e-01	0
20:62044891	ENST00000359125	6.1470e-02	0
20:62044892	ENST00000359125	8.4433e-02	0
20:62044893	ENST00000359125	1.6922e-01	0
20:62044894	ENST00000359125	7.7118e-02	0
20:62044895	ENST00000359125	8.7414e-02	0
20:62044896	ENST00000359125	7.7118e-02	0
20:62044897	ENST00000359125	1.4286e-01	0
20:62044898	ENST00000359125	6.1470e-02	0
20:62044899	ENST00000359125	8.9152e-02	0
20:62044900	ENST00000359125	8.0945e-02	0
20:62044901	ENST00000359125	6.2280e-02	0
20:62044902	ENST00000359125	7.2337e-02	0
20:62044903	ENST00000359125	1.1183e-01	0
20:62044904	ENST00000359125	7.1783e-02	0
20:62044905	ENST00000359125	8.9152e-02	0
20:62044906	ENST00000359125	5.9162e-02	0
20:62044908	ENST00000359125	1.8942e+00	0
20:62044909	ENST00000359125	1.7759e+00	1
20:62044910	ENST00000359125	6.0236e-02	0
20:62044911	ENST00000359125	8.9152e-02	0
20:62044912	ENST00000359125	8.0945e-02	0
20:62044914	ENST00000359125	1.7923e-01	0
20:62044915	ENST00000359125	1.0008e-01	0
20:62044917	ENST00000359125	1.1669e-01	0
20:62044918	ENST00000359125	2.5380e-01	1
20:62044920	ENST00000359125	1.1220e-01	0
20:62044921	ENST00000359125	6.1470e-02	0
20:62044922	ENST00000359125	7.1965e-02	0
20:62044923	ENST00000359125	7.2337e-02	0
20:62044924	ENST00000359125	1.1183e-01	0
20:62044926	ENST00000359125	1.8942e+00	1
20:62044927	ENST00000359125	1.7759e+00	0
20:62044928	ENST00000359125	1.6638e-01	0
20:62044929	ENST00000359125	2.1860e-01	0
20:62044930	ENST00000359125	2.1860e-01	0
20:62044932	ENST00000359125	1.0008e-01	0
20:62044933	ENST00000359125	2.0472e-01	1
20:62044934	ENST00000359125	2.5863e-02	0
20:62045441	ENST00000359125	1.4896e-01	0
20:62045442	ENST00000359125	1.1669e-01	0
20:62045444	ENST00000359125	1.1669e-01	0
20:62045445	ENST00000359125	2.1451e+00	1
20:62045447	ENST00000359125	2.0526e-01	0
20:62045448	ENST00000359125	1.6922e-01	0
20:62045449	ENST00000359125	3.3402e-02	0
20:62045450	ENST00000359125	1.6520e-01	0
20:62045451	ENST00000359125	7.3243e-02	0
20:62045452	ENST00000359125	2.9961e-02	0
20:62045453	ENST00000359125	1.3100e-01	0
20:62045454	ENST00000359125	2.1860e-01	0
20:62045455	ENST00000359125	7.0054e-02	0
20:62045456	ENST00000359125	1.6922e-01	0
20:62045457	ENST00000359125	1.1220e-01	0
20:62045459	ENST00000359125	1.0008e-01	0
20:62045460	ENST00000359125	1.8311e-01	0
20:62045461	ENST00000359125	3.4178e-02	0
20:62045462	ENST00000359125	8.2913e-02	1
20:62045463	ENST00000359125	8.0945e-02	0
20:62045465	ENST00000359125	7.7118e-02	0
20:62045466	ENST00000359125	1.7539e-01	0
20:62045468	ENST00000359125	2.0526e-01	0
20:62045469	ENST00000359125	2.0715e-01	0
20:62045471	ENST00000359125	1.8942e+00	1
20:62045472	ENST00000359125	8.7209e-02	0
20:62045474	ENST00000359125	2.5380e-01	0
20:62045475	ENST00000359125	1.0008e-01	0
20:62045477	ENST00000359125	1.1220e-01	0
20:62045478	ENST00000359125	6.1470e-02	0
20:62045479	ENST00000359125	1.1427e-01	0
20:62045480	ENST00000359125	1.0008e-01	0
20:62045481	ENST00000359125	1.7923e-01	0
20:62045482	ENST00000359125	6.1470e-02	0
20:62045483	ENST00000359125	7.7118e-02	1
20:62045484	ENST00000359125	1.4771e+00	1
20:62045486	ENST00000359125	2.5380e-01	0
20:62045487	ENST00000359125	1.0008e-01	1
20:62045489	ENST00000359125	1.1669e-01	0
20:62045490	ENST00000359125	2.0472e-01	0
20:62045491	ENST00000359125	4.0297e-02	0
20:62045492	ENST00000359125	8.2913e-02	0
20:62045493	ENST00000359125	1.1183e-01	1
20:62045494	ENST00000359125	7.1783e-02	0
20:62045495	ENST00000359125	7.7118e-02	0
20:62045496	ENST00000359125	1.4771e+00	1
20:62045497	ENST00000359125	5.5539e-02	0
20:62045498	ENST00000359125	1.6638e-01	0
20:62045499	ENST00000359125	1.1220e-01	1
20:62045501	ENST00000359125	2.0715e-01	0
20:62045502	ENST00000359125	2.0715e-01	0
20:62045503	ENST00000359125	3.1912e-02	0
20:62045504	ENST00000359125	1.6638e-01	0
20:62045505	ENST00000359125	1.1220e-01	0
20:62045506	ENST00000359125	6.0236e-02	0
20:62045507	ENST00000359125	1.6922e-01	0
20:62045508	ENST00000359125	7.7118e-02	0
20:62045509	ENST00000359125	8.7414e-02	0
20:62045510	ENST00000359125	8.9152e-02	0
20:62045511	ENST00000359125	8.0945e-02	0
20:62045512	ENST00000359125	7.4322e-02	0
20:62045513	ENST00000359125	1.0008e-01	1
20:62045514	ENST00000359125	1.4342e-01	1
20:62045515	ENST00000359125	6.0847e-02	0
20:62045516	ENST00000359125	1.3100e-01	0
20:62045517	ENST00000359125	1.7923e-01	0
20:62045519	ENST00000359125	1.1669e-01	0
20:62045520	ENST00000359125	2.0472e-01	0
20:62045521	ENST00000359125	2.7444e-02	0
20:62045522	ENST00000359125	1.4745e-01	1
20:62045523	ENST00000359125	2.1860e-01	1
20:62045524	ENST00000359125	7.4322e-02	1
20:62045525	ENST00000359125	1.0008e-01	0
20:62045526	ENST00000359125	1.7923e-01	0
20:62045527	ENST00000359125	2.3914e-02	1
20:62045528	ENST00000359125	7.7118e-02	0
20:62045529	ENST00000359125	1.2805e-01	0
20:62045531	ENST00000359125	1.7923e-01	0
20:62045532	ENST00000359125	1.8216e+00	1
20:62045534	ENST00000359125	2.0715e-01	0
20:62045535	ENST00000359125	2.0715e-01	0
20:62045537	ENST00000359125	7.7118e-02	0
20:62045538	ENST00000359125	1.7539e-01	0
20:62045539	ENST00000359125	8.4433e-02	0
20:62045540	ENST00000359125	1.6922e-01	0
20:62045541	ENST00000359125	8.9152e-02	0
20:62045543	ENST00000359125	1.6638e-01	0
20:62045544	ENST00000359125	1.6922e-01	0
20:62045545	ENST00000359125	3.4178e-02	0
20:62045546	ENST00000359125	7.2337e-02	0
20:62046256	ENST00000359125	1.5148e-01	0
20:62046257	ENST00000359125	3.4178e-02	0
20:62046258	ENST00000359125	7.2337e-02	1
20:62046259	ENST00000359125	1.2805e-01	0
20:62046261	ENST00000359125	8.1136e-02	0
20:62046262	ENST00000359125	7.7118e-02	0
20:62046263	ENST00000359125	7.1783e-02	0
20:62046264	ENST00000359125	1.1183e-01	1
20:62046265	ENST00000359125	7.2337e-02	2
20:62046266	ENST00000359125	8.7414e-02	0
20:62046267	ENST00000359125	1.1220e-01	0
20:62046268	ENST00000359125	7.0054e-02	0
20:62046270	ENST00000359125	1.8942e+00	1
20:62046271	ENST00000359125	2.0516e+00	0
20:62046273	ENST00000359125	8.1136e-02	0
20:62046274	ENST00000359125	1.0008e-01	0
20:62046276	ENST00000359125	1.8998e+00	1
20:62046277	ENST00000359125	1.8998e+00	1
20:62046279	ENST00000359125	2.0526e-01	1
20:62046280	ENST00000359125	1.6638e-01	0
20:62046282	ENST00000359125	2.5380e-01	0
20:62046283	ENST00000359125	2.0715e-01	0
20:62046284	ENST00000359125	6.1470e-02	0
20:62046285	ENST00000359125	8.9152e-02	1
20:62046286	ENST00000359125	8.0945e-02	0
20:62046287	ENST00000359125	2.9961e-02	0
20:62046288	ENST00000359125	1.3100e-01	0
20:62046289	ENST00000359125	2.1860e-01	0
20:62046291	ENST00000359125	1.8998e+00	1
20:62046292	ENST00000359125	1.8942e+00	1
20:62046293	ENST00000359125	7.1965e-02	0
20:62046294	ENST00000359125	7.2337e-02	0
20:62046295	ENST00000359125	8.2913e-02	1
20:62046297	ENST00000359125	1.6922e-01	0
20:62046298	ENST00000359125	2.0526e-01	1
20:62046299	ENST00000359125	6.1470e-02	0
20:62046300	ENST00000359125	1.1220e-01	0
20:62046301	ENST00000359125	5.4877e-02	0
20:62046303	ENST00000359125	1.8998e+00	2
20:62046304	ENST00000359125	2.1451e+00	1
20:62046306	ENST00000359125	1.6638e-01	0
20:62046307	ENST00000359125	2.0526e-01	0
20:62046309	ENST00000359125	1.8942e+00	0
20:62046310	ENST00000359125	1.8216e+00	1
20:62046311	ENST00000359125	8.4433e-02	0
20:62046312	ENST00000359125	1.6922e-01	0
20:62046313	ENST00000359125	1.1220e-01	0
20:62046315	ENST00000359125	1.8998e+00	0
20:62046316	ENST00000359125	1.8942e+00	2
20:62046317	ENST00000359125	1.1427e-01	0
20:62046318	ENST00000359125	1.0008e-01	0
20:62046319	ENST00000359125	1.7923e-01	0
20:62046321	ENST00000359125	2.0715e-01	0
20:62046322	ENST00000359125	1.8942e+00	1
20:62046323	ENST00000359125	1.4931e-01	0
20:62046324	ENST00000359125	7.2337e-02	0
20:62046325	ENST00000359125	8.9152e-02	0
20:62046326	ENST00000359125	6.0236e-02	0
20:62046327	ENST00000359125	1.6922e-01	0
20:62046328	ENST00000359125	7.7118e-02	0
20:62046329	ENST00000359125	7.1965e-02	0
20:62046330	ENST00000359125	5.4877e-02	0
20:62046331	ENST00000359125	1.1220e-01	0
20:62046332	ENST00000359125	6.0236e-02	0
20:62046333	ENST00000359125	1.6922e-01	0
20:62046334	ENST00000359125	7.7118e-02	0
20:62046335	ENST00000359125	8.7414e-02	0
20:62046336	ENST00000359125	8.9152e-02	0
20:62046337	ENST00000359125	8.0945e-02	0
20:62046339	ENST00000359125	2.0715e-01	0
20:62046340	ENST00000359125	2.0526e-01	0
20:62046342	ENST00000359125	1.1669e-01	0
20:62046343	ENST00000359125	2.5380e-01	0
20:62046344	ENST00000359125	6.1470e-02	0
20:62046345	ENST00000359125	8.9152e-02	0
20:62046346	ENST00000359125	8.0945e-02	0
20:62046347	ENST00000359125	7.0054e-02	0
20:62046348	ENST00000359125	1.6922e-01	0
20:62046349	ENST00000359125	1.1220e-01	0
20:62046351	ENST00000359125	2.0715e-01	0
20:62046352	ENST00000359125	2.0715e-01	0
20:62046353	ENST00000359125	8.4433e-02	0
20:62046354	ENST00000359125	1.6922e-01	0
20:62046355	ENST00000359125	1.1220e-01	0
20:62046356	ENST00000359125	7.4322e-02	0
20:62046357	ENST00000359125	1.0008e-01	0
20:62046358	ENST00000359125	1.7923e-01	0
20:62046359	ENST00000359125	6.1470e-02	0
20:62046360	ENST00000359125	7.7118e-02	0
20:62046361	ENST00000359125	1.4771e+00	1
20:62046363	ENST00000359125	7.7118e-02	0
20:62046364	ENST00000359125	1.7539e-01	0
20:62046365	ENST00000359125	8.4433e-02	0
20:62046366	ENST00000359125	1.6922e-01	1
20:62046367	ENST00000359125	7.7118e-02	0
20:62046368	ENST00000359125	8.7414e-02	0
20:62046369	ENST00000359125	1.1220e-01	0
20:62046370	ENST00000359125	5.4877e-02	0
20:62046371	ENST00000359125	1.1427e-01	0
20:62046372	ENST00000359125	1.0008e-01	0
20:62046373	ENST00000359125	1.5492e+00	1
20:62046375	ENST00000359125	2.0526e-01	0
20:62046376	ENST00000359125	1.8998e+00	1
20:62046377	ENST00000359125	1.7939e-01	0
20:62046378	ENST00000359125	1.6922e-01	0
20:62046379	ENST00000359125	1.1220e-01	0
20:62046381	ENST00000359125	2.0715e-01	0
20:62046382	ENST00000359125	2.5380e-01	0
20:62046384	ENST00000359125	8.1136e-02	0
20:62046385	ENST00000359125	1.0008e-01	0
20:62046387	ENST00000359125	1.8942e+00	0
20:62046388	ENST00000359125	1.7759e+00	1
20:62046389	ENST00000359125	8.4433e-02	1
20:62046390	ENST00000359125	1.7539e-01	0
20:62046391	ENST00000359125	5.9583e-02	0
20:62046393	ENST00000359125	1.1669e-01	0
20:62046394	ENST00000359125	2.0472e-01	1
20:62046396	ENST00000359125	1.8311e-01	0
20:62046397	ENST00000359125	1.0008e-01	0
20:62046398	ENST00000359125	8.7414e-02	1
20:62046399	ENST00000359125	1.1220e-01	0
20:62046400	ENST00000359125	5.4877e-02	0
20:62046402	ENST00000359125	2.0526e-01	1
20:62046403	ENST00000359125	2.0526e-01	1
20:62046404	ENST00000359125	6.1470e-02	0
20:62046405	ENST00000359125	1.1220e-01	0
20:62046406	ENST00000359125	7.0054e-02	0
20:62046408	ENST00000359125	1.8942e+00	1
20:62046409	ENST00000359125	2.0715e-01	1
20:62046411	ENST00000359125	1.7923e-01	0
20:62046412	ENST00000359125	1.0008e-01	0
20:62046414	ENST00000359125	2.0715e-01	1
20:62046415	ENST00000359125	2.0715e-01	1
20:62046416	ENST00000359125	6.1470e-02	0
20:62046417	ENST00000359125	8.9152e-02	0
20:62046418	ENST00000359125	5.9162e-02	0
20:62046420	ENST00000359125	1.6479e-01	0
20:62046421	ENST00000359125	2.0715e-01	0
20:62046422	ENST00000359125	6.1470e-02	0
20:62046423	ENST00000359125	8.9152e-02	0
20:62046424	ENST00000359125	8.0945e-02	0
20:62046426	ENST00000359125	2.0526e-01	0
20:62046427	ENST00000359125	1.6638e-01	0
20:62046429	ENST00000359125	1.6922e-01	1
20:62046430	ENST00000359125	2.0526e-01	0
20:62046432	ENST00000359125	1.1669e-01	0
20:62046433	ENST00000359125	1.6273e-01	0
20:62046435	ENST00000359125	2.0526e-01	0
20:62046436	ENST00000359125	1.7539e-01	1
20:62046438	ENST00000359125	1.4931e-01	0
20:62046439	ENST00000359125	7.5032e-02	0
20:62046441	ENST00000359125	2.0715e-01	0
20:62046442	ENST00000359125	2.0715e-01	1
20:62046443	ENST00000359125	8.4433e-02	0
20:62046444	ENST00000359125	1.6922e-01	0
20:62046445	ENST00000359125	1.1220e-01	0
20:62046447	ENST00000359125	1.7923e-01	0
20:62046448	ENST00000359125	7.7118e-02	0
20:62046449	ENST00000359125	8.7414e-02	0
20:62046450	ENST00000359125	7.2337e-02	0
20:62046451	ENST00000359125	8.9152e-02	0
20:62046453	ENST00000359125	1.0008e-01	0
20:62046454	ENST00000359125	7.4322e-02	0
20:62046456	ENST00000359125	1.6273e-01	0
20:62046457	ENST00000359125	1.4931e-01	0
20:62046458	ENST00000359125	5.6225e-02	0
20:62046459	ENST00000359125	1.3100e-01	0
20:62046460	ENST00000359125	1.6520e-01	1
20:62046461	ENST00000359125	3.4178e-02	0
20:62046462	ENST00000359125	8.2913e-02	0
20:62046463	ENST00000359125	5.9162e-02	0
20:62046464	ENST00000359125	6.2280e-02	0
20:62046465	ENST00000359125	8.0945e-02	0
20:62046466	ENST00000359125	4.0536e-02	0
20:62046467	ENST00000359125	3.8437e-02	0
20:62046468	ENST00000359125	1.8311e-01	1
20:62046469	ENST00000359125	1.1220e-01	0
20:62046471	ENST00000359125	1.0008e-01	0
20:62046472	ENST00000359125	2.5380e-01	1
20:62046473	ENST00000359125	6.1470e-02	0
20:62046474	ENST00000359125	8.9152e-02	0
20:62046475	ENST00000359125	5.9162e-02	0
20:62046476	ENST00000359125	8.7414e-02	0
20:62046477	ENST00000359125	1.1220e-01	0
20:62046478	ENST00000359125	5.4877e-02	0
20:62046479	ENST00000359125	8.4433e-02	0
20:62050972	ENST00000359125	1.7539e-01	0
20:62050973	ENST00000359125	1.0270e-01	1
20:62050975	ENST00000359125	1.6520e-01	0
20:62050976	ENST00000359125	7.7118e-02	0
20:62050978	ENST00000359125	1.8998e+00	2
20:62050979	ENST00000359125	2.1451e+00	1
20:62050981	ENST00000359125	1.7923e-01	0
20:62050982	ENST00000359125	1.8216e+00	1
20:62050984	ENST00000359125	2.0715e-01	1
20:62050985	ENST00000359125	2.0715e-01	0
20:62050986	ENST00000359125	3.1912e-02	0
20:62050987	ENST00000359125	1.6638e-01	0
20:62050988	ENST00000359125	1.1220e-01	0
20:62050989	ENST00000359125	3.2242e-02	0
20:62050990	ENST00000359125	1.6638e-01	0
20:62050991	ENST00000359125	2.1860e-01	1
20:62050993	ENST00000359125	1.7923e-01	0
20:62050994	ENST00000359125	1.1893e-01	0
20:62050995	ENST00000359125	2.5863e-02	0
20:62050996	ENST00000359125	7.4322e-02	0
20:62050997	ENST00000359125	1.1669e-01	0
20:62050999	ENST00000359125	1.1220e-01	0
20:62051000	ENST00000359125	6.1470e-02	0
20:62051002	ENST00000359125	2.0715e-01	0
20:62051003	ENST00000359125	2.0526e-01	1
20:62051005	ENST00000359125	2.0715e-01	0
20:62051006	ENST00000359125	1.7539e-01	0
20:62051007	ENST00000359125	3.3402e-02	0
20:62051008	ENST00000359125	1.6520e-01	0
20:62051009	ENST00000359125	7.3243e-02	0
20:62051010	ENST00000359125	2.3331e-02	0
20:62051011	ENST00000359125	7.0054e-02	0
20:62051012	ENST00000359125	1.1669e-01	0
20:62051014	ENST00000359125	1.8942e+00	1
20:62051015	ENST00000359125	2.0715e-01	0
20:62051016	ENST00000359125	8.4433e-02	0
20:62051017	ENST00000359125	1.6922e-01	1
20:62051018	ENST00000359125	3.8955e-02	0
20:62051020	ENST00000359125	8.4433e-02	2
20:62051021	ENST00000359125	1.7539e-01	0
20:62051022	ENST00000359125	3.4178e-02	0
20:62051023	ENST00000359125	8.2913e-02	0
20:62051024	ENST00000359125	7.6755e-02	0
20:62051025	ENST00000359125	3.0404e-02	0
20:62055530	ENST00000359125	1.7539e-01	0
20:62055531	ENST00000359125	8.9152e-02	0
20:62055533	ENST00000359125	1.4896e-01	0
20:62055534	ENST00000359125	1.7923e-01	0
20:62055536	ENST00000359125	1.6520e-01	0
20:62055537	ENST00000359125	1.0008e-01	0
20:62055539	ENST00000359125	1.4765e-01	0
20:62055540	ENST00000359125	2.0526e-01	0
20:62055541	ENST00000359125	6.0236e-02	0
20:62055542	ENST00000359125	7.7118e-02	0
20:62055543	ENST00000359125	1.4286e-01	0
20:62055545	ENST00000359125	1.8942e+00	1
20:62055546	ENST00000359125	2.0526e-01	0
20:62055548	ENST00000359125	1.8942e+00	1
20:62055549	ENST00000359125	2.0715e-01	0
20:62055551	ENST00000359125	2.0715e-01	0
20:62055552	ENST00000359125	2.0715e-01	0
20:62055553	ENST00000359125	7.9799e-02	0
20:62055554	ENST00000359125	1.0008e-01	1
20:62055555	ENST00000359125	1.7923e-01	0
20:62055556	ENST00000359125	6.1470e-02	0
20:62055557	ENST00000359125	8.9152e-02	0
20:62055558	ENST00000359125	5.9162e-02	0
20:62055559	ENST00000359125	7.1965e-02	0
20:62059720	ENST00000359125	1.7539e-01	0
20:62059721	ENST00000359125	8.9518e-02	1
20:62059722	ENST00000359125	6.2280e-02	0
20:62059723	ENST00000359125	7.2337e-02	0
20:62059724	ENST00000359125	8.2913e-02	0
20:62059726	ENST00000359125	1.6922e-01	0
20:62059727	ENST00000359125	1.8998e+00	1
20:62059729	ENST00000359125	7.7118e-02	0
20:62059730	ENST00000359125	1.8311e-01	0
20:62059732	ENST00000359125	1.7923e-01	0
20:62059733	ENST00000359125	1.1893e-01	0
20:62059735	ENST00000359125	1.6520e-01	0
20:62059736	ENST00000359125	1.3100e-01	0
20:62059737	ENST00000359125	3.8953e-02	0
20:62059738	ENST00000359125	8.2913e-02	0
20:62059739	ENST00000359125	7.6755e-02	0
20:62059740	ENST00000359125	3.0404e-02	0
