locus	transcript	exp	obs
21:34717573	ENST00000270139	2.1242e-01	0
21:34717575	ENST00000270139	1.8260e-01	0
21:34717576	ENST00000270139	1.0315e-01	0
21:34717577	ENST00000270139	5.8148e-02	0
21:34717578	ENST00000270139	1.1894e-01	0
21:34717579	ENST00000270139	2.1272e-01	0
21:34717580	ENST00000270139	6.1719e-02	0
21:34717581	ENST00000270139	2.8772e-01	0
21:34717582	ENST00000270139	2.8772e-01	0
21:34717583	ENST00000270139	1.0510e-01	0
21:34717584	ENST00000270139	1.8575e-01	0
21:34717585	ENST00000270139	1.0494e-01	0
21:34717586	ENST00000270139	4.9581e-02	0
21:34717587	ENST00000270139	2.6563e-01	0
21:34717588	ENST00000270139	1.4519e-01	0
21:34717590	ENST00000270139	1.6425e-01	0
21:34717591	ENST00000270139	2.6806e-01	1
21:34717592	ENST00000270139	6.6778e-02	0
21:34717593	ENST00000270139	2.9970e-01	0
21:34717594	ENST00000270139	1.4652e-01	0
21:34717596	ENST00000270139	8.0336e-02	0
21:34717597	ENST00000270139	1.3731e-01	0
21:34717598	ENST00000270139	5.9342e-02	1
21:34717599	ENST00000270139	1.2138e-01	1
21:34717600	ENST00000270139	2.1586e-01	0
21:34717601	ENST00000270139	8.2310e-02	0
21:34717602	ENST00000270139	9.1174e-02	0
21:34717603	ENST00000270139	1.6425e-01	0
21:34717604	ENST00000270139	1.2797e-01	1
21:34717605	ENST00000270139	1.0590e-01	0
21:34717606	ENST00000270139	1.6371e-01	1
21:34717607	ENST00000270139	1.0509e-01	0
21:34717608	ENST00000270139	1.5034e-01	0
21:34717609	ENST00000270139	2.9196e-01	1
21:34717611	ENST00000270139	2.9970e-01	0
21:34717612	ENST00000270139	1.6371e-01	0
21:34717614	ENST00000270139	2.4185e-01	0
21:34717615	ENST00000270139	1.3051e-01	0
21:34717617	ENST00000270139	1.1236e-01	0
21:34717618	ENST00000270139	1.2138e-01	0
21:34717619	ENST00000270139	5.7024e-02	0
21:34717620	ENST00000270139	3.2002e-01	0
21:34717621	ENST00000270139	8.0336e-02	0
21:34717622	ENST00000270139	1.2767e-01	0
21:34717623	ENST00000270139	2.6238e-01	1
21:34717624	ENST00000270139	1.9178e-01	0
21:34717625	ENST00000270139	5.7024e-02	0
21:34717626	ENST00000270139	1.4959e-01	0
21:34717627	ENST00000270139	2.9196e-01	0
21:34717629	ENST00000270139	1.7112e-01	0
21:34717630	ENST00000270139	2.9970e-01	1
21:34717632	ENST00000270139	2.9196e-01	0
21:34717633	ENST00000270139	2.9196e-01	1
21:34717635	ENST00000270139	2.4357e-01	0
21:34717636	ENST00000270139	2.4357e-01	0
21:34717638	ENST00000270139	1.2138e-01	0
21:34717639	ENST00000270139	1.6371e-01	0
21:34717640	ENST00000270139	1.0880e-01	1
21:34717641	ENST00000270139	3.1712e-01	0
21:34717642	ENST00000270139	3.1712e-01	0
21:34717643	ENST00000270139	2.0805e-01	0
21:34717644	ENST00000270139	1.4519e-01	0
21:34717645	ENST00000270139	3.6818e-01	0
21:34717647	ENST00000270139	1.2862e-01	0
21:34717648	ENST00000270139	1.1962e-01	0
21:34717649	ENST00000270139	4.3438e-02	0
21:34717650	ENST00000270139	8.9850e-02	1
21:34717651	ENST00000270139	1.3532e-01	0
21:34717652	ENST00000270139	4.9308e-02	0
21:34717653	ENST00000270139	2.6266e-01	0
21:34717654	ENST00000270139	1.6042e-01	0
21:34717656	ENST00000270139	8.8812e-02	0
21:34717657	ENST00000270139	1.6000e-01	0
21:34717658	ENST00000270139	1.0236e-01	0
21:34717659	ENST00000270139	1.6640e-01	0
21:34717660	ENST00000270139	7.7779e-02	0
21:34717661	ENST00000270139	1.1967e-01	1
21:34717662	ENST00000270139	2.3984e-01	0
21:34717663	ENST00000270139	1.0930e-01	0
21:34717665	ENST00000270139	2.0980e-01	1
21:34717666	ENST00000270139	1.5802e-01	1
21:34721397	ENST00000270139	2.5733e-01	0
21:34721398	ENST00000270139	2.7408e+00	2
21:34721399	ENST00000270139	2.9777e-01	0
21:34721401	ENST00000270139	1.3051e-01	0
21:34721402	ENST00000270139	1.2138e-01	0
21:34721403	ENST00000270139	5.9342e-02	0
21:34721404	ENST00000270139	5.9342e-02	0
21:34721405	ENST00000270139	8.4678e-02	0
21:34721406	ENST00000270139	6.4907e-02	0
21:34721407	ENST00000270139	9.9525e-02	0
21:34721408	ENST00000270139	1.2138e-01	0
21:34721409	ENST00000270139	5.9342e-02	0
21:34721410	ENST00000270139	9.9824e-02	0
21:34721411	ENST00000270139	2.5676e-01	1
21:34721412	ENST00000270139	1.0535e-01	0
21:34721413	ENST00000270139	1.0590e-01	0
21:34721414	ENST00000270139	2.1586e-01	0
21:34721415	ENST00000270139	8.2310e-02	0
21:34721416	ENST00000270139	2.6238e-01	0
21:34721417	ENST00000270139	2.5676e-01	0
21:34721419	ENST00000270139	1.7411e-01	0
21:34721420	ENST00000270139	2.6238e-01	0
21:34721422	ENST00000270139	1.2138e-01	0
21:34721423	ENST00000270139	1.6371e-01	1
21:34721424	ENST00000270139	1.6729e-01	0
21:34721425	ENST00000270139	2.1807e-01	1
21:34721426	ENST00000270139	3.2002e-01	0
21:34721427	ENST00000270139	5.7024e-02	0
21:34721428	ENST00000270139	5.9342e-02	0
21:34721429	ENST00000270139	1.1850e-01	0
21:34721430	ENST00000270139	1.0880e-01	0
21:34721431	ENST00000270139	1.7112e-01	0
21:34721432	ENST00000270139	2.9196e-01	0
21:34721434	ENST00000270139	1.1236e-01	0
21:34721435	ENST00000270139	1.2138e-01	0
21:34721436	ENST00000270139	5.7024e-02	1
21:34721437	ENST00000270139	3.2002e-01	0
21:34721438	ENST00000270139	8.0336e-02	0
21:34721439	ENST00000270139	1.0535e-01	0
21:34721440	ENST00000270139	8.6609e-02	0
21:34721441	ENST00000270139	1.2138e-01	0
21:34721442	ENST00000270139	5.6269e-02	0
21:34721443	ENST00000270139	1.0880e-01	0
21:34721444	ENST00000270139	1.3731e-01	0
21:34721445	ENST00000270139	5.9342e-02	0
21:34721446	ENST00000270139	2.1586e-01	0
21:34721447	ENST00000270139	2.9196e-01	1
21:34721448	ENST00000270139	1.2661e-01	0
21:34721449	ENST00000270139	3.7154e-01	1
21:34721450	ENST00000270139	2.5676e-01	0
21:34721452	ENST00000270139	2.0995e-01	1
21:34721453	ENST00000270139	1.4652e-01	1
21:34721454	ENST00000270139	1.0509e-01	0
21:34721455	ENST00000270139	1.6425e-01	0
21:34721456	ENST00000270139	2.9970e-01	1
21:34721457	ENST00000270139	3.7861e-02	0
21:34721458	ENST00000270139	1.6264e-01	0
21:34721459	ENST00000270139	1.0590e-01	0
21:34721460	ENST00000270139	5.9342e-02	0
21:34721461	ENST00000270139	1.2138e-01	0
21:34721462	ENST00000270139	2.1586e-01	0
21:34721463	ENST00000270139	8.9076e-02	0
21:34721464	ENST00000270139	2.9970e-01	0
21:34721465	ENST00000270139	1.4652e-01	0
21:34721467	ENST00000270139	1.1850e-01	0
21:34721468	ENST00000270139	1.2138e-01	1
21:34721469	ENST00000270139	5.9342e-02	0
21:34721470	ENST00000270139	1.6371e-01	0
21:34721471	ENST00000270139	2.6806e-01	0
21:34721473	ENST00000270139	1.7112e-01	0
21:34721474	ENST00000270139	3.7154e-01	1
21:34721476	ENST00000270139	8.0336e-02	0
21:34721477	ENST00000270139	1.6425e-01	0
21:34721478	ENST00000270139	1.0509e-01	0
21:34721479	ENST00000270139	1.7082e-01	0
21:34721480	ENST00000270139	2.9970e-01	0
21:34721481	ENST00000270139	3.7861e-02	0
21:34721482	ENST00000270139	2.9970e-01	0
21:34721483	ENST00000270139	1.4652e-01	0
21:34721485	ENST00000270139	1.3051e-01	1
21:34721486	ENST00000270139	1.2138e-01	0
21:34721487	ENST00000270139	4.4078e-02	0
21:34721488	ENST00000270139	2.6238e-01	0
21:34721489	ENST00000270139	2.5676e-01	0
21:34721491	ENST00000270139	9.1174e-02	1
21:34721492	ENST00000270139	1.3731e-01	0
21:34721493	ENST00000270139	5.9342e-02	0
21:34721494	ENST00000270139	1.2138e-01	0
21:34721495	ENST00000270139	1.6371e-01	0
21:34721496	ENST00000270139	2.3822e-01	0
21:34721497	ENST00000270139	3.1403e+00	1
21:34721498	ENST00000270139	1.6371e-01	0
21:34721500	ENST00000270139	1.2138e-01	0
21:34721501	ENST00000270139	1.0590e-01	0
21:34721502	ENST00000270139	1.0535e-01	0
21:34721503	ENST00000270139	8.0336e-02	0
21:34721504	ENST00000270139	1.3731e-01	0
21:34721505	ENST00000270139	5.9342e-02	0
21:34721506	ENST00000270139	9.9525e-02	0
21:34721507	ENST00000270139	1.2138e-01	0
21:34721508	ENST00000270139	5.0034e-02	0
21:34721509	ENST00000270139	2.2175e-01	0
21:34721510	ENST00000270139	2.6238e-01	1
21:34721512	ENST00000270139	2.1586e-01	0
21:34721513	ENST00000270139	2.1586e-01	0
21:34721514	ENST00000270139	3.7488e-02	0
21:34721515	ENST00000270139	1.4959e-01	0
21:34721516	ENST00000270139	1.7112e-01	0
21:34721518	ENST00000270139	2.5676e-01	1
21:34721519	ENST00000270139	1.3051e-01	0
21:34721521	ENST00000270139	2.4185e-01	1
21:34721522	ENST00000270139	1.1289e-01	0
21:34721524	ENST00000270139	2.7730e+00	1
21:34721525	ENST00000270139	2.7812e+00	1
21:34721527	ENST00000270139	3.1403e+00	2
21:34721528	ENST00000270139	1.7112e-01	0
21:34721530	ENST00000270139	1.0880e-01	0
21:34721531	ENST00000270139	1.3731e-01	0
21:34721532	ENST00000270139	5.0034e-02	0
21:34721533	ENST00000270139	2.4772e-01	1
21:34721534	ENST00000270139	2.4357e-01	0
21:34721536	ENST00000270139	1.9178e-01	0
21:34721537	ENST00000270139	2.4185e-01	1
21:34721539	ENST00000270139	2.0995e-01	0
21:34721540	ENST00000270139	1.9178e-01	1
21:34721541	ENST00000270139	8.9076e-02	0
21:34721542	ENST00000270139	1.7411e-01	0
21:34721543	ENST00000270139	2.6238e-01	0
21:34721545	ENST00000270139	1.2138e-01	0
21:34721546	ENST00000270139	2.1586e-01	0
21:34721547	ENST00000270139	6.2629e-02	0
21:34721548	ENST00000270139	1.4959e-01	0
21:34721549	ENST00000270139	1.6371e-01	0
21:34721550	ENST00000270139	1.0880e-01	0
21:34721551	ENST00000270139	1.7082e-01	0
21:34721552	ENST00000270139	2.9970e-01	0
21:34721554	ENST00000270139	1.9178e-01	0
21:34721555	ENST00000270139	2.4185e-01	0
21:34721557	ENST00000270139	1.2138e-01	1
21:34721558	ENST00000270139	1.2138e-01	0
21:34721559	ENST00000270139	5.9342e-02	0
21:34721560	ENST00000270139	1.3731e-01	0
21:34721561	ENST00000270139	8.0336e-02	0
21:34721562	ENST00000270139	1.6729e-01	1
21:34721563	ENST00000270139	1.4652e-01	0
21:34721564	ENST00000270139	2.4185e-01	0
21:34721566	ENST00000270139	1.6264e-01	0
21:34721567	ENST00000270139	1.0590e-01	0
21:34721568	ENST00000270139	5.0034e-02	0
21:34721569	ENST00000270139	1.8745e-01	0
21:34721570	ENST00000270139	1.1289e-01	0
21:34721571	ENST00000270139	1.2797e-01	0
21:34721572	ENST00000270139	1.9178e-01	1
21:34721573	ENST00000270139	2.9196e-01	1
21:34721574	ENST00000270139	8.4678e-02	0
21:34721575	ENST00000270139	9.9525e-02	0
21:34721576	ENST00000270139	1.3051e-01	0
21:34721577	ENST00000270139	1.0509e-01	0
21:34721578	ENST00000270139	1.6371e-01	0
21:34721579	ENST00000270139	1.2138e-01	0
21:34721580	ENST00000270139	5.8991e-02	0
21:34721581	ENST00000270139	2.0995e-01	0
21:34721582	ENST00000270139	1.9178e-01	0
21:34721583	ENST00000270139	6.2629e-02	0
21:34721584	ENST00000270139	1.7112e-01	2
21:34721585	ENST00000270139	2.6806e-01	0
21:34721587	ENST00000270139	1.6264e-01	0
21:34721588	ENST00000270139	1.0590e-01	0
21:34721589	ENST00000270139	5.9342e-02	0
21:34721590	ENST00000270139	2.1586e-01	0
21:34721591	ENST00000270139	2.9196e-01	0
21:34721592	ENST00000270139	1.2661e-01	0
21:34721593	ENST00000270139	1.0880e-01	0
21:34721594	ENST00000270139	1.3731e-01	0
21:34721595	ENST00000270139	5.0034e-02	0
21:34721596	ENST00000270139	2.5676e-01	0
21:34721695	ENST00000270139	2.2821e-01	0
21:34721697	ENST00000270139	1.1271e-01	0
21:34721698	ENST00000270139	9.8336e-02	0
21:34721699	ENST00000270139	9.7831e-02	0
21:34721700	ENST00000270139	8.3564e-02	0
21:34721701	ENST00000270139	1.3961e-01	0
21:34721703	ENST00000270139	2.4892e-01	0
21:34721704	ENST00000270139	1.2120e-01	0
21:34721706	ENST00000270139	2.4552e-01	0
21:34721707	ENST00000270139	2.4026e-01	0
21:34721709	ENST00000270139	2.4552e-01	0
21:34721710	ENST00000270139	2.0406e-01	1
21:34721712	ENST00000270139	2.5083e-01	0
21:34721713	ENST00000270139	1.3811e-01	0
21:34721715	ENST00000270139	1.2303e-01	0
21:34721716	ENST00000270139	1.1442e-01	0
21:34721717	ENST00000270139	6.1617e-02	0
21:34721718	ENST00000270139	1.4200e-01	0
21:34721719	ENST00000270139	1.5648e-01	0
21:34721720	ENST00000270139	1.0399e-01	0
21:34721721	ENST00000270139	3.0588e-01	0
21:34721722	ENST00000270139	2.0631e-01	0
21:34721723	ENST00000270139	2.6461e-02	0
21:34721724	ENST00000270139	1.0137e-01	1
21:34721725	ENST00000270139	2.3115e-01	0
21:34721726	ENST00000270139	7.9188e-02	0
21:34721727	ENST00000270139	1.8450e-01	0
21:34721728	ENST00000270139	2.5243e-01	0
21:34721730	ENST00000270139	2.4702e-01	1
21:34721731	ENST00000270139	1.2556e-01	1
21:34721733	ENST00000270139	1.4555e-01	0
21:34721734	ENST00000270139	2.5789e-01	1
21:34721735	ENST00000270139	6.4653e-02	0
21:34721736	ENST00000270139	2.0327e-01	0
21:34721737	ENST00000270139	1.8567e-01	1
21:34721738	ENST00000270139	5.5209e-02	0
21:34721739	ENST00000270139	1.0253e-01	0
21:34721740	ENST00000270139	1.1500e-01	0
21:34721742	ENST00000270139	2.1027e-01	1
21:34721743	ENST00000270139	1.0315e-01	0
21:34721744	ENST00000270139	1.0262e-01	1
21:34721745	ENST00000270139	2.1242e-01	0
21:34721746	ENST00000270139	3.1173e-01	1
21:34721747	ENST00000270139	6.1007e-02	0
21:34721748	ENST00000270139	2.8440e-01	0
21:34721749	ENST00000270139	1.8791e-01	0
21:34721750	ENST00000270139	7.2091e-02	0
21:34721751	ENST00000270139	1.4731e-01	0
21:34721752	ENST00000270139	2.8608e-01	1
21:34721754	ENST00000270139	2.8608e-01	0
21:34721755	ENST00000270139	1.8791e-01	0
21:34721756	ENST00000270139	1.1081e-01	0
21:34721757	ENST00000270139	2.7012e+00	2
21:34721758	ENST00000270139	3.6192e-01	0
21:34721760	ENST00000270139	2.3726e-01	1
21:34721761	ENST00000270139	2.4274e-01	0
21:34721763	ENST00000270139	2.5710e-01	0
21:34721764	ENST00000270139	2.1368e-01	0
21:34721766	ENST00000270139	9.7522e-02	1
21:34721767	ENST00000270139	1.1894e-01	0
21:34721768	ENST00000270139	5.5136e-02	0
21:34721769	ENST00000270139	1.0661e-01	1
21:34721770	ENST00000270139	1.6094e-01	0
21:34721771	ENST00000270139	1.0297e-01	0
21:34721772	ENST00000270139	1.4357e-01	0
21:34721773	ENST00000270139	2.3698e-01	0
21:34721775	ENST00000270139	1.7060e-01	0
21:34721776	ENST00000270139	2.5558e-01	0
21:34721778	ENST00000270139	1.1894e-01	0
21:34721779	ENST00000270139	1.5947e-01	0
21:34721780	ENST00000270139	1.0598e-01	0
21:34721781	ENST00000270139	1.6640e-01	0
21:34721782	ENST00000270139	2.3205e-01	0
21:34721784	ENST00000270139	2.9271e-01	0
21:34721785	ENST00000270139	2.5011e-01	0
21:34721787	ENST00000270139	2.9016e-01	1
21:34721788	ENST00000270139	1.6538e-01	0
21:34721790	ENST00000270139	1.8567e-01	0
21:34721791	ENST00000270139	1.8567e-01	0
21:34721792	ENST00000270139	5.0449e-02	0
21:34721793	ENST00000270139	7.7779e-02	0
21:34721794	ENST00000270139	1.5902e-01	0
21:34721795	ENST00000270139	8.7124e-02	1
21:34721796	ENST00000270139	2.5403e-01	0
21:34721797	ENST00000270139	1.8567e-01	1
21:34721798	ENST00000270139	5.5209e-02	0
21:34721799	ENST00000270139	1.4391e-01	0
21:34721800	ENST00000270139	2.8089e-01	0
21:34721802	ENST00000270139	2.5243e-01	0
21:34721803	ENST00000270139	2.0980e-01	0
21:34721805	ENST00000270139	1.0044e-01	0
21:34721806	ENST00000270139	1.5593e-01	0
21:34721808	ENST00000270139	1.8206e-01	0
21:34721809	ENST00000270139	2.0492e-01	0
21:34721810	ENST00000270139	3.5588e-02	0
21:34721811	ENST00000270139	1.4100e-01	0
21:34721812	ENST00000270139	2.7521e-01	1
21:34721814	ENST00000270139	1.5331e-01	0
21:34721815	ENST00000270139	9.9822e-02	1
21:34721816	ENST00000270139	5.5529e-02	0
21:34721817	ENST00000270139	2.0198e-01	1
21:34721818	ENST00000270139	2.0198e-01	0
21:34721819	ENST00000270139	2.5906e-02	0
21:34721820	ENST00000270139	2.7320e-01	0
21:34721821	ENST00000270139	2.0198e-01	0
21:34721822	ENST00000270139	3.5079e-02	0
21:34721823	ENST00000270139	1.1271e-01	1
21:34721824	ENST00000270139	1.1271e-01	0
21:34721825	ENST00000270139	5.5106e-02	0
21:34721826	ENST00000270139	1.2751e-01	0
21:34721827	ENST00000270139	7.4600e-02	0
21:34721828	ENST00000270139	1.1761e-01	0
21:34721829	ENST00000270139	1.9266e-01	0
21:34721830	ENST00000270139	9.7555e-02	0
21:34721831	ENST00000270139	5.4668e-02	0
21:34721832	ENST00000270139	1.1182e-01	0
21:34721833	ENST00000270139	1.5082e-01	1
21:34721834	ENST00000270139	1.0023e-01	0
21:34721835	ENST00000270139	1.5606e-01	1
21:34721836	ENST00000270139	2.4489e-01	1
21:34721838	ENST00000270139	9.6744e-02	1
21:34721839	ENST00000270139	1.0851e-01	0
21:34721841	ENST00000270139	1.0992e-01	0
21:34721842	ENST00000270139	1.9548e-01	0
21:34721843	ENST00000270139	8.0669e-02	0
21:34721844	ENST00000270139	2.1857e-01	0
21:34721845	ENST00000270139	2.2230e-01	1
21:34721847	ENST00000270139	1.4455e-01	0
21:34721848	ENST00000270139	1.0034e-01	0
21:34721849	ENST00000270139	7.9980e-02	0
21:34725064	ENST00000270139	5.8956e-02	0
21:34725065	ENST00000270139	2.2458e-01	0
21:34725066	ENST00000270139	4.0931e-02	0
21:34725067	ENST00000270139	9.3130e-02	0
21:34725068	ENST00000270139	1.1358e-01	0
21:34725069	ENST00000270139	5.5938e-02	0
21:34725070	ENST00000270139	2.0347e-01	0
21:34725071	ENST00000270139	2.0347e-01	0
21:34725072	ENST00000270139	2.6282e-02	0
21:34725073	ENST00000270139	2.7716e-01	0
21:34725074	ENST00000270139	1.8330e-01	0
21:34725075	ENST00000270139	1.0809e-01	1
21:34725076	ENST00000270139	2.0804e+00	1
21:34725077	ENST00000270139	1.0930e-01	0
21:34725078	ENST00000270139	1.2465e-01	0
21:34725079	ENST00000270139	8.4366e-02	0
21:34725080	ENST00000270139	1.1824e-01	0
21:34725081	ENST00000270139	5.8148e-02	0
21:34725082	ENST00000270139	9.7522e-02	0
21:34725083	ENST00000270139	1.1962e-01	0
21:34725084	ENST00000270139	5.8481e-02	0
21:34725085	ENST00000270139	1.6223e-01	0
21:34725086	ENST00000270139	2.6563e-01	0
21:34725088	ENST00000270139	2.0995e-01	0
21:34725089	ENST00000270139	1.9178e-01	0
21:34725090	ENST00000270139	8.9076e-02	0
21:34725091	ENST00000270139	2.9970e-01	0
21:34725092	ENST00000270139	1.6371e-01	0
21:34725094	ENST00000270139	4.4510e-02	0
21:34725095	ENST00000270139	2.9970e-01	1
21:34725097	ENST00000270139	2.6806e-01	1
21:34725098	ENST00000270139	1.6371e-01	0
21:34725100	ENST00000270139	2.6238e-01	0
21:34725101	ENST00000270139	2.5676e-01	1
21:34725103	ENST00000270139	1.4959e-01	0
21:34725104	ENST00000270139	2.1586e-01	0
21:34725105	ENST00000270139	5.7024e-02	0
21:34725106	ENST00000270139	5.9342e-02	0
21:34725107	ENST00000270139	1.1850e-01	0
21:34725108	ENST00000270139	9.1174e-02	0
21:34725109	ENST00000270139	8.6609e-02	0
21:34725110	ENST00000270139	1.2138e-01	0
21:34725111	ENST00000270139	5.6269e-02	0
21:34725112	ENST00000270139	3.7154e-01	0
21:34725113	ENST00000270139	2.1807e-01	0
21:34725115	ENST00000270139	1.0509e-01	0
21:34725116	ENST00000270139	1.6425e-01	0
21:34725118	ENST00000270139	1.4652e-01	0
21:34725119	ENST00000270139	2.6806e-01	0
21:34725121	ENST00000270139	2.9970e-01	0
21:34725122	ENST00000270139	1.7112e-01	0
21:34725124	ENST00000270139	2.9196e-01	1
21:34725125	ENST00000270139	2.9196e-01	0
21:34725127	ENST00000270139	1.3731e-01	0
21:34725128	ENST00000270139	2.9970e-01	0
21:34725129	ENST00000270139	3.7861e-02	0
21:34725130	ENST00000270139	1.0880e-01	0
21:34725131	ENST00000270139	1.7082e-01	0
21:34725133	ENST00000270139	8.6609e-02	0
21:34725134	ENST00000270139	1.2138e-01	1
21:34725135	ENST00000270139	5.0034e-02	0
21:34725136	ENST00000270139	2.4772e-01	0
21:34725137	ENST00000270139	3.0049e-01	1
21:34725139	ENST00000270139	1.0722e-01	1
21:34725140	ENST00000270139	2.4185e-01	0
21:34725141	ENST00000270139	4.8898e-02	0
21:34725142	ENST00000270139	2.4772e-01	1
21:34725143	ENST00000270139	2.4357e-01	1
21:34725145	ENST00000270139	2.9970e-01	1
21:34725146	ENST00000270139	1.7082e-01	0
21:34725147	ENST00000270139	1.0880e-01	0
21:34725148	ENST00000270139	1.7082e-01	0
21:34725149	ENST00000270139	3.7154e-01	0
21:34725151	ENST00000270139	3.2002e-01	0
21:34725152	ENST00000270139	3.2002e-01	0
21:34725153	ENST00000270139	2.1807e-01	0
21:34725154	ENST00000270139	2.6238e-01	0
21:34725155	ENST00000270139	1.9178e-01	0
21:34725156	ENST00000270139	8.9076e-02	0
21:34725157	ENST00000270139	1.6264e-01	0
21:34725158	ENST00000270139	1.0590e-01	1
21:34725159	ENST00000270139	5.9342e-02	0
21:34725160	ENST00000270139	9.9525e-02	0
21:34725161	ENST00000270139	1.3051e-01	0
21:34725162	ENST00000270139	8.8182e-02	0
21:34725163	ENST00000270139	8.8182e-02	0
21:34725164	ENST00000270139	1.6425e-01	0
21:34725166	ENST00000270139	1.0590e-01	0
21:34725167	ENST00000270139	2.1586e-01	0
21:34725168	ENST00000270139	6.2629e-02	0
21:34725169	ENST00000270139	1.1236e-01	0
21:34725170	ENST00000270139	1.2138e-01	0
21:34725171	ENST00000270139	5.9342e-02	0
21:34725172	ENST00000270139	1.3051e-01	0
21:34725173	ENST00000270139	2.4772e-01	0
21:34725174	ENST00000270139	1.0255e-01	0
21:34725175	ENST00000270139	1.6425e-01	0
21:34725176	ENST00000270139	2.6806e-01	0
21:34725177	ENST00000270139	6.6778e-02	0
21:34725178	ENST00000270139	2.9970e-01	0
21:34725179	ENST00000270139	1.6371e-01	1
21:34725181	ENST00000270139	1.2138e-01	0
21:34725182	ENST00000270139	1.2138e-01	0
21:34725183	ENST00000270139	6.4907e-02	0
21:34725184	ENST00000270139	1.5034e-01	1
21:34725185	ENST00000270139	1.0509e-01	0
21:34725186	ENST00000270139	6.6778e-02	0
21:34725187	ENST00000270139	2.0995e-01	0
21:34725188	ENST00000270139	1.4652e-01	0
21:34725189	ENST00000270139	2.3822e-01	0
21:34725190	ENST00000270139	2.7812e+00	2
21:34725191	ENST00000270139	2.4772e-01	0
21:34725193	ENST00000270139	2.9970e-01	0
21:34725194	ENST00000270139	1.7112e-01	0
21:34725196	ENST00000270139	3.2002e-01	0
21:34725197	ENST00000270139	2.9970e-01	0
21:34725198	ENST00000270139	3.7861e-02	0
21:34725199	ENST00000270139	1.6264e-01	0
21:34725200	ENST00000270139	1.1289e-01	0
21:34725201	ENST00000270139	1.2797e-01	0
21:34725202	ENST00000270139	8.6609e-02	1
21:34725203	ENST00000270139	1.2138e-01	0
21:34725204	ENST00000270139	5.9342e-02	0
21:34725205	ENST00000270139	1.3522e-01	0
21:34725206	ENST00000270139	2.9970e-01	0
21:34725208	ENST00000270139	9.9525e-02	0
21:34725209	ENST00000270139	1.2028e-01	0
21:34725210	ENST00000270139	5.5759e-02	0
21:34725211	ENST00000270139	3.6818e-01	0
21:34725212	ENST00000270139	2.1490e-01	0
21:34725214	ENST00000270139	2.1729e-01	1
21:34725944	ENST00000270139	2.3762e-01	0
21:34725946	ENST00000270139	1.0992e-01	0
21:34725947	ENST00000270139	1.9720e-01	1
21:34725948	ENST00000270139	5.7216e-02	0
21:34725949	ENST00000270139	1.5633e-01	0
21:34725950	ENST00000270139	3.4227e-01	0
21:34725952	ENST00000270139	1.0483e-01	0
21:34725953	ENST00000270139	2.2630e-01	0
21:34725955	ENST00000270139	2.6097e-02	0
21:34725956	ENST00000270139	1.1442e-01	0
21:34725957	ENST00000270139	5.6335e-02	1
21:34725958	ENST00000270139	2.0492e-01	0
21:34725959	ENST00000270139	2.0631e-01	0
21:34725960	ENST00000270139	3.5831e-02	0
21:34725961	ENST00000270139	1.3211e-01	0
21:34725962	ENST00000270139	7.7289e-02	0
21:34725963	ENST00000270139	1.1967e-01	0
21:34725964	ENST00000270139	2.3984e-01	0
21:34725965	ENST00000270139	1.2713e-01	0
21:34725967	ENST00000270139	2.8608e-01	0
21:34725968	ENST00000270139	6.1368e-02	0
21:34725969	ENST00000270139	1.0452e-01	0
21:34725970	ENST00000270139	2.6563e-01	0
21:34725971	ENST00000270139	1.6223e-01	0
21:34725973	ENST00000270139	1.7411e-01	0
21:34725974	ENST00000270139	2.6238e-01	0
21:34725976	ENST00000270139	2.1586e-01	0
21:34725977	ENST00000270139	2.1586e-01	0
21:34725978	ENST00000270139	3.7488e-02	0
21:34725979	ENST00000270139	1.3731e-01	0
21:34725980	ENST00000270139	2.9970e-01	0
21:34725981	ENST00000270139	2.0983e-02	0
21:34725982	ENST00000270139	2.9196e-01	1
21:34725983	ENST00000270139	2.1586e-01	0
21:34725984	ENST00000270139	4.0176e-02	0
21:34725985	ENST00000270139	2.4357e-01	1
21:34725986	ENST00000270139	2.4357e-01	0
21:34725988	ENST00000270139	5.7024e-02	0
21:34725989	ENST00000270139	8.4678e-02	0
21:34725990	ENST00000270139	6.2629e-02	0
21:34725991	ENST00000270139	2.1586e-01	0
21:34725992	ENST00000270139	1.2138e-01	0
21:34725993	ENST00000270139	5.8991e-02	0
21:34725994	ENST00000270139	2.4357e-01	0
21:34725995	ENST00000270139	2.4772e-01	0
21:34725997	ENST00000270139	2.4185e-01	0
21:34725998	ENST00000270139	1.1289e-01	0
21:34726000	ENST00000270139	3.0325e-01	0
21:34726001	ENST00000270139	2.7730e+00	0
21:34726003	ENST00000270139	1.6371e-01	1
21:34726004	ENST00000270139	1.2138e-01	0
21:34726005	ENST00000270139	5.8991e-02	0
21:34726006	ENST00000270139	2.9970e-01	0
21:34726007	ENST00000270139	1.4652e-01	0
21:34726009	ENST00000270139	3.2002e-01	0
21:34726010	ENST00000270139	2.1586e-01	0
21:34726011	ENST00000270139	3.7488e-02	0
21:34726012	ENST00000270139	1.4959e-01	1
21:34726013	ENST00000270139	2.9196e-01	1
21:34726015	ENST00000270139	2.4357e-01	1
21:34726016	ENST00000270139	2.4772e-01	1
21:34726018	ENST00000270139	2.4357e-01	0
21:34726019	ENST00000270139	2.7812e+00	3
21:34726021	ENST00000270139	8.6609e-02	1
