locus	transcript	exp	obs
4:153247372	ENST00000281708	3.6537e-01	0
4:153247373	ENST00000281708	2.7270e+00	0
4:153247374	ENST00000281708	2.5826e-01	0
4:153247375	ENST00000281708	2.4361e-01	0
4:153247376	ENST00000281708	1.4784e-01	0
4:153247378	ENST00000281708	1.6100e-01	0
4:153247379	ENST00000281708	2.9473e-01	0
4:153247381	ENST00000281708	1.6100e-01	0
4:153247382	ENST00000281708	2.6361e-01	0
4:153247383	ENST00000281708	4.8086e-02	0
4:153249360	ENST00000281708	2.5250e-01	0
4:153249361	ENST00000281708	7.9143e-02	0
4:153249362	ENST00000281708	5.8357e-02	0
4:153249363	ENST00000281708	1.1936e-01	0
4:153249364	ENST00000281708	9.7873e-02	0
4:153249365	ENST00000281708	5.8357e-02	0
4:153249366	ENST00000281708	1.0414e-01	1
4:153249367	ENST00000281708	1.5994e-01	0
4:153249368	ENST00000281708	8.7597e-02	0
4:153249369	ENST00000281708	3.1471e-01	0
4:153249370	ENST00000281708	8.9660e-02	0
4:153249372	ENST00000281708	1.2835e-01	0
4:153249373	ENST00000281708	2.3783e-01	0
4:153249374	ENST00000281708	8.0944e-02	0
4:153249375	ENST00000281708	8.7597e-02	0
4:153249376	ENST00000281708	2.3952e-01	0
4:153249377	ENST00000281708	2.3952e-01	0
4:153249378	ENST00000281708	3.1471e-01	0
4:153249379	ENST00000281708	2.8711e-01	0
4:153249380	ENST00000281708	2.0635e-02	0
4:153249381	ENST00000281708	2.9473e-01	0
4:153249382	ENST00000281708	1.3503e-01	0
4:153249384	ENST00000281708	2.3427e-01	0
4:153249385	ENST00000281708	2.7350e+00	1
4:153249387	ENST00000281708	1.6799e-01	0
4:153249388	ENST00000281708	2.9473e-01	0
4:153249390	ENST00000281708	2.6361e-01	0
4:153249391	ENST00000281708	1.6799e-01	0
4:153249393	ENST00000281708	2.5802e-01	0
4:153249394	ENST00000281708	1.0414e-01	0
4:153249396	ENST00000281708	2.6361e-01	0
4:153249397	ENST00000281708	1.6828e-01	0
4:153249398	ENST00000281708	6.1589e-02	0
4:153249399	ENST00000281708	3.1471e-01	0
4:153249400	ENST00000281708	2.3952e-01	0
4:153249402	ENST00000281708	2.9822e-01	1
4:153249403	ENST00000281708	2.1445e-01	0
4:153249405	ENST00000281708	2.8711e-01	0
4:153249406	ENST00000281708	2.8711e-01	0
4:153249407	ENST00000281708	6.1589e-02	1
4:153249408	ENST00000281708	8.3273e-02	0
4:153249409	ENST00000281708	4.9204e-02	0
4:153249411	ENST00000281708	3.6537e-01	1
4:153249412	ENST00000281708	1.6799e-01	0
4:153249413	ENST00000281708	1.0700e-01	0
4:153249414	ENST00000281708	1.6799e-01	0
4:153249415	ENST00000281708	2.9473e-01	0
4:153249416	ENST00000281708	1.2451e-01	0
4:153249417	ENST00000281708	2.8711e-01	0
4:153249418	ENST00000281708	2.8711e-01	0
4:153249419	ENST00000281708	2.0635e-02	0
4:153249420	ENST00000281708	2.9473e-01	0
4:153249421	ENST00000281708	3.1471e-01	0
4:153249422	ENST00000281708	5.6078e-02	0
4:153249423	ENST00000281708	1.0414e-01	0
4:153249424	ENST00000281708	1.8434e-01	0
4:153249426	ENST00000281708	2.5802e-01	0
4:153249427	ENST00000281708	1.7122e-01	0
4:153249429	ENST00000281708	2.6361e-01	0
4:153249430	ENST00000281708	1.4408e-01	0
4:153249431	ENST00000281708	1.2584e-01	0
4:153249432	ENST00000281708	1.1102e-01	0
4:153249433	ENST00000281708	1.8434e-01	0
4:153249435	ENST00000281708	2.3952e-01	0
4:153249436	ENST00000281708	2.3952e-01	0
4:153249437	ENST00000281708	8.7597e-02	0
4:153249438	ENST00000281708	2.1227e-01	0
4:153249439	ENST00000281708	1.0414e-01	0
4:153249440	ENST00000281708	1.0360e-01	0
4:153249441	ENST00000281708	7.9002e-02	0
4:153249442	ENST00000281708	1.6799e-01	0
4:153249444	ENST00000281708	1.6799e-01	0
4:153249445	ENST00000281708	2.6361e-01	1
4:153249446	ENST00000281708	4.9204e-02	0
4:153249447	ENST00000281708	1.1936e-01	0
4:153249448	ENST00000281708	1.1653e-01	0
4:153249450	ENST00000281708	1.1102e-01	0
4:153249451	ENST00000281708	2.6361e-01	0
4:153249453	ENST00000281708	2.9473e-01	0
4:153249454	ENST00000281708	1.4408e-01	0
4:153249456	ENST00000281708	2.7270e+00	0
4:153249457	ENST00000281708	2.1265e+00	0
4:153249458	ENST00000281708	8.0944e-02	0
4:153249459	ENST00000281708	1.8859e-01	0
4:153249460	ENST00000281708	2.3783e-01	0
4:153249462	ENST00000281708	2.9473e-01	0
4:153249463	ENST00000281708	1.6828e-01	0
4:153249465	ENST00000281708	2.3783e-01	0
4:153249466	ENST00000281708	1.8859e-01	0
4:153249468	ENST00000281708	2.5802e-01	0
4:153249469	ENST00000281708	1.7122e-01	0
4:153249470	ENST00000281708	6.5670e-02	0
4:153249471	ENST00000281708	2.6361e-01	0
4:153249472	ENST00000281708	1.4784e-01	0
4:153249473	ENST00000281708	2.7226e-02	0
4:153249474	ENST00000281708	2.1227e-01	0
4:153249475	ENST00000281708	3.1471e-01	1
4:153249476	ENST00000281708	4.3132e-02	0
4:153249477	ENST00000281708	1.8859e-01	0
4:153249478	ENST00000281708	3.1471e-01	0
4:153249479	ENST00000281708	4.3132e-02	0
4:153249480	ENST00000281708	1.8859e-01	0
4:153249481	ENST00000281708	3.1471e-01	2
4:153249482	ENST00000281708	1.0700e-01	0
4:153249483	ENST00000281708	1.6100e-01	1
4:153249484	ENST00000281708	1.3503e-01	0
4:153249485	ENST00000281708	1.0700e-01	0
4:153249486	ENST00000281708	1.4408e-01	1
4:153249487	ENST00000281708	2.3783e-01	0
4:153249488	ENST00000281708	4.8086e-02	0
4:153249489	ENST00000281708	2.3783e-01	0
4:153249490	ENST00000281708	6.2935e-02	0
4:153249491	ENST00000281708	2.0647e-01	0
4:153249492	ENST00000281708	3.1471e-01	0
4:153249493	ENST00000281708	2.1035e-01	0
4:153249494	ENST00000281708	5.7829e-02	0
4:153249495	ENST00000281708	1.3381e-01	0
4:153249496	ENST00000281708	1.0544e-01	0
4:153249498	ENST00000281708	1.1445e-01	0
4:153249499	ENST00000281708	1.8480e-01	0
4:153249501	ENST00000281708	1.1378e-01	0
4:153249502	ENST00000281708	1.4035e-01	0
4:153249503	ENST00000281708	1.5928e-01	0
4:153249504	ENST00000281708	7.6488e-02	0
4:153249505	ENST00000281708	3.0469e-01	0
4:153249507	ENST00000281708	1.6189e-01	0
4:153249508	ENST00000281708	2.5361e-01	0
4:153249510	ENST00000281708	1.9657e-01	0
4:153249511	ENST00000281708	1.6254e-01	0
4:153249513	ENST00000281708	3.4686e-01	0
4:153249514	ENST00000281708	2.3802e-01	0
4:153249516	ENST00000281708	2.7579e-01	0
4:153249517	ENST00000281708	1.5746e-01	0
4:153249518	ENST00000281708	5.7631e-02	0
4:153249519	ENST00000281708	2.9224e-01	0
4:153249520	ENST00000281708	2.7151e-01	0
4:153249522	ENST00000281708	2.3770e-01	0
4:153249523	ENST00000281708	2.1673e-01	0
4:153249525	ENST00000281708	1.5347e-01	0
4:153249526	ENST00000281708	2.4082e-01	2
4:153249527	ENST00000281708	3.9434e-02	0
4:153249528	ENST00000281708	7.5414e-02	0
4:153249529	ENST00000281708	5.0786e-02	0
4:153249531	ENST00000281708	2.6448e-01	0
4:153249532	ENST00000281708	1.4309e-01	0
4:153249533	ENST00000281708	3.8526e-02	0
4:153249534	ENST00000281708	2.1138e-01	0
4:153249535	ENST00000281708	5.5936e-02	0
4:153249537	ENST00000281708	1.4211e-01	0
4:153249538	ENST00000281708	1.0954e-01	0
4:153249539	ENST00000281708	1.8401e-02	0
4:153249540	ENST00000281708	2.5655e-01	0
4:153249541	ENST00000281708	1.4458e-01	0
4:153250824	ENST00000281708	4.1844e-02	0
4:153250825	ENST00000281708	1.0151e-01	0
4:153250826	ENST00000281708	9.9100e-02	0
4:153250828	ENST00000281708	2.5434e-01	0
4:153250829	ENST00000281708	2.1732e-01	0
4:153250831	ENST00000281708	2.5655e-01	0
4:153250832	ENST00000281708	1.4623e-01	0
4:153250834	ENST00000281708	1.2542e-01	0
4:153250835	ENST00000281708	2.2947e-01	0
4:153250837	ENST00000281708	2.1074e-01	0
4:153250838	ENST00000281708	2.1434e-01	0
4:153250840	ENST00000281708	1.0382e-01	0
4:153250841	ENST00000281708	1.2930e-01	0
4:153250842	ENST00000281708	1.4763e-01	0
4:153250843	ENST00000281708	7.0895e-02	0
4:153250844	ENST00000281708	1.2118e-01	0
4:153250846	ENST00000281708	1.4580e-01	0
4:153250847	ENST00000281708	2.3873e-01	0
4:153250848	ENST00000281708	4.4951e-02	0
4:153250849	ENST00000281708	1.0905e-01	0
4:153250850	ENST00000281708	8.9414e-02	0
4:153250851	ENST00000281708	5.8313e-02	0
4:153250852	ENST00000281708	7.6713e-02	0
4:153250853	ENST00000281708	5.3760e-02	0
4:153250855	ENST00000281708	2.4479e-01	0
4:153250856	ENST00000281708	1.5599e-01	0
4:153250857	ENST00000281708	9.9357e-02	0
4:153250858	ENST00000281708	1.5065e-01	0
4:153250859	ENST00000281708	1.2636e-01	0
4:153250860	ENST00000281708	1.0012e-01	0
4:153250861	ENST00000281708	1.3482e-01	0
4:153250862	ENST00000281708	1.9462e-01	0
4:153250863	ENST00000281708	8.2572e-02	0
4:153250864	ENST00000281708	1.7903e-01	0
4:153250865	ENST00000281708	1.9600e-01	0
4:153250867	ENST00000281708	2.2732e-01	0
4:153250868	ENST00000281708	9.9536e-02	0
4:153250870	ENST00000281708	3.4922e-01	0
4:153250871	ENST00000281708	2.0497e-01	0
4:153250872	ENST00000281708	6.2767e-02	0
4:153250873	ENST00000281708	2.5196e-01	0
4:153250874	ENST00000281708	1.4131e-01	0
4:153250876	ENST00000281708	1.5489e-01	0
4:153250877	ENST00000281708	2.5361e-01	0
4:153250878	ENST00000281708	1.0034e-01	0
4:153250879	ENST00000281708	2.7442e-01	0
4:153250880	ENST00000281708	2.0422e-01	0
4:153250882	ENST00000281708	2.0680e-01	0
4:153250883	ENST00000281708	1.0392e-01	0
4:153250884	ENST00000281708	1.5827e-01	0
4:153250885	ENST00000281708	1.5489e-01	0
4:153250886	ENST00000281708	1.4152e-01	0
4:153250888	ENST00000281708	3.5152e-01	0
4:153250889	ENST00000281708	2.0632e-01	0
4:153250890	ENST00000281708	3.5821e-02	0
4:153250891	ENST00000281708	2.8355e-01	0
4:153250892	ENST00000281708	1.2991e-01	0
4:153250893	ENST00000281708	5.6144e-02	0
4:153250894	ENST00000281708	1.1484e-01	0
4:153250895	ENST00000281708	1.5489e-01	0
4:153250896	ENST00000281708	9.9422e-02	0
4:153250897	ENST00000281708	1.5540e-01	0
4:153250898	ENST00000281708	1.0294e-01	0
4:153250899	ENST00000281708	4.2111e-02	0
4:153250900	ENST00000281708	8.0115e-02	0
4:153250901	ENST00000281708	4.7338e-02	1
4:153250902	ENST00000281708	4.4365e-02	0
4:153250903	ENST00000281708	2.2894e-01	0
4:153250904	ENST00000281708	3.0080e-01	0
4:153250906	ENST00000281708	2.7979e-01	0
4:153250907	ENST00000281708	1.5947e-01	0
4:153250908	ENST00000281708	4.0946e-02	0
4:153250909	ENST00000281708	1.7903e-01	0
4:153250910	ENST00000281708	1.7903e-01	0
4:153250912	ENST00000281708	1.5835e-01	0
4:153250913	ENST00000281708	2.7782e-01	0
4:153250914	ENST00000281708	8.2572e-02	0
4:153250915	ENST00000281708	2.9449e-01	0
4:153250916	ENST00000281708	1.9320e-01	0
4:153250917	ENST00000281708	7.5742e-02	0
4:153250918	ENST00000281708	1.7647e-01	0
4:153250919	ENST00000281708	1.9173e-01	0
4:153250920	ENST00000281708	8.1343e-02	0
4:153250921	ENST00000281708	1.7513e-01	0
4:153250922	ENST00000281708	1.9173e-01	0
4:153250923	ENST00000281708	8.0696e-02	0
4:153250924	ENST00000281708	2.8992e-01	0
4:153250925	ENST00000281708	2.7151e-01	0
4:153250927	ENST00000281708	2.3572e-01	0
4:153250928	ENST00000281708	1.9922e-01	0
4:153250929	ENST00000281708	4.4561e-02	0
4:153250930	ENST00000281708	1.0810e-01	0
4:153250931	ENST00000281708	7.7134e-02	0
4:153250933	ENST00000281708	1.4495e-01	0
4:153250934	ENST00000281708	7.7819e-02	0
4:153250936	ENST00000281708	5.8366e-02	0
4:153250937	ENST00000281708	3.2474e-01	0
4:153251884	ENST00000281708	8.5678e-02	0
4:153251885	ENST00000281708	1.2502e-01	0
4:153251886	ENST00000281708	1.0764e-01	1
4:153251888	ENST00000281708	2.4596e-01	1
4:153251889	ENST00000281708	2.5283e-01	0
4:153251891	ENST00000281708	2.3438e-01	0
4:153251892	ENST00000281708	1.8585e-01	0
4:153251893	ENST00000281708	5.5263e-02	0
4:153251894	ENST00000281708	1.1763e-01	1
4:153251895	ENST00000281708	1.1548e-01	0
4:153251897	ENST00000281708	1.1002e-01	0
4:153251898	ENST00000281708	2.6122e-01	0
4:153251899	ENST00000281708	5.5335e-02	0
4:153251900	ENST00000281708	1.0414e-01	0
4:153251901	ENST00000281708	1.8434e-01	0
4:153251903	ENST00000281708	2.5802e-01	0
4:153251904	ENST00000281708	2.1807e-01	0
4:153251906	ENST00000281708	2.2303e+00	1
4:153251907	ENST00000281708	7.9956e-02	0
4:153251908	ENST00000281708	1.2155e-01	0
4:153251909	ENST00000281708	2.5250e-01	0
4:153251910	ENST00000281708	8.5778e-02	0
4:153251911	ENST00000281708	1.0360e-01	0
4:153251912	ENST00000281708	7.9002e-02	0
4:153251913	ENST00000281708	1.6152e-01	0
4:153251914	ENST00000281708	1.0334e-01	0
4:153251915	ENST00000281708	1.6100e-01	1
4:153251916	ENST00000281708	1.4710e-01	0
4:153251918	ENST00000281708	2.6361e-01	1
4:153251919	ENST00000281708	1.6828e-01	0
4:153251920	ENST00000281708	6.1589e-02	0
4:153251921	ENST00000281708	1.8859e-01	0
4:153251922	ENST00000281708	2.0647e-01	0
4:153251923	ENST00000281708	3.9509e-02	0
4:153251924	ENST00000281708	2.1227e-01	0
4:153251925	ENST00000281708	2.1227e-01	0
4:153251926	ENST00000281708	4.3347e-02	0
4:153251927	ENST00000281708	2.3783e-01	0
4:153251928	ENST00000281708	1.0544e-01	0
4:153251929	ENST00000281708	1.0700e-01	0
4:153251930	ENST00000281708	1.6799e-01	0
4:153251931	ENST00000281708	2.3952e-01	0
4:153251932	ENST00000281708	8.6718e-02	0
4:153251933	ENST00000281708	1.6152e-01	0
4:153251934	ENST00000281708	1.0700e-01	0
4:153251935	ENST00000281708	5.8774e-02	0
4:153251936	ENST00000281708	2.3783e-01	0
4:153251937	ENST00000281708	1.0544e-01	0
4:153251938	ENST00000281708	4.3132e-02	0
4:153251939	ENST00000281708	1.8859e-01	0
4:153251940	ENST00000281708	3.1471e-01	0
4:153251942	ENST00000281708	1.6828e-01	0
4:153251943	ENST00000281708	2.8711e-01	0
4:153251945	ENST00000281708	2.3952e-01	0
4:153251946	ENST00000281708	2.3952e-01	0
4:153251947	ENST00000281708	6.5670e-02	0
4:153251948	ENST00000281708	2.6361e-01	0
4:153251949	ENST00000281708	1.2835e-01	0
4:153251950	ENST00000281708	5.8357e-02	0
4:153251951	ENST00000281708	1.1936e-01	0
4:153251952	ENST00000281708	8.5172e-02	0
4:153251953	ENST00000281708	1.0360e-01	0
4:153251954	ENST00000281708	7.9002e-02	0
4:153251955	ENST00000281708	3.1471e-01	0
4:153251957	ENST00000281708	2.1445e-01	0
4:153251958	ENST00000281708	2.5802e-01	0
4:153251959	ENST00000281708	5.8774e-02	0
4:153251960	ENST00000281708	2.6361e-01	0
4:153251961	ENST00000281708	1.6152e-01	0
4:153251962	ENST00000281708	1.0700e-01	0
4:153251963	ENST00000281708	1.6799e-01	0
4:153251964	ENST00000281708	2.9473e-01	0
4:153251965	ENST00000281708	1.2451e-01	0
4:153251966	ENST00000281708	2.8711e-01	0
4:153251967	ENST00000281708	3.1471e-01	1
4:153251968	ENST00000281708	8.9660e-02	0
4:153251969	ENST00000281708	1.0414e-01	0
4:153251970	ENST00000281708	1.1936e-01	0
4:153251972	ENST00000281708	3.6537e-01	0
4:153251973	ENST00000281708	2.5250e-01	0
4:153251975	ENST00000281708	2.1445e-01	0
4:153251976	ENST00000281708	3.6537e-01	0
4:153251977	ENST00000281708	5.5335e-02	0
4:153251978	ENST00000281708	1.1936e-01	0
4:153251979	ENST00000281708	9.7873e-02	0
4:153251980	ENST00000281708	8.3273e-02	0
4:153251981	ENST00000281708	2.8711e-01	1
4:153251982	ENST00000281708	2.1227e-01	1
4:153251984	ENST00000281708	1.6828e-01	1
4:153251985	ENST00000281708	2.6361e-01	0
4:153251986	ENST00000281708	4.9204e-02	0
4:153251987	ENST00000281708	1.1936e-01	0
4:153251988	ENST00000281708	9.7873e-02	0
4:153251989	ENST00000281708	4.3347e-02	0
4:153251990	ENST00000281708	2.3783e-01	0
4:153251991	ENST00000281708	7.9143e-02	0
4:153251992	ENST00000281708	4.3347e-02	0
4:153251993	ENST00000281708	2.3783e-01	1
4:153251994	ENST00000281708	6.2935e-02	0
4:153251995	ENST00000281708	1.2584e-01	0
4:153251996	ENST00000281708	1.2835e-01	0
4:153251997	ENST00000281708	1.1653e-01	1
4:153251998	ENST00000281708	4.3132e-02	1
4:153251999	ENST00000281708	1.8859e-01	0
4:153252000	ENST00000281708	3.1471e-01	0
4:153252001	ENST00000281708	1.0700e-01	0
4:153252002	ENST00000281708	1.6799e-01	0
4:153252003	ENST00000281708	2.3952e-01	0
4:153252004	ENST00000281708	1.0085e-01	0
4:153252005	ENST00000281708	1.1653e-01	0
4:153252006	ENST00000281708	5.6078e-02	0
4:153252008	ENST00000281708	2.1445e-01	0
4:153252009	ENST00000281708	3.6537e-01	0
4:153252010	ENST00000281708	5.4531e-02	0
4:153252011	ENST00000281708	1.0263e-01	0
4:153252012	ENST00000281708	1.5672e-01	0
4:153252013	ENST00000281708	8.5833e-02	1
4:153252014	ENST00000281708	1.8480e-01	0
4:153252015	ENST00000281708	2.0112e-01	0
4:153252016	ENST00000281708	3.8486e-02	0
4:153252017	ENST00000281708	2.0552e-01	0
4:153252018	ENST00000281708	1.8259e-01	1
4:153252020	ENST00000281708	2.8873e-01	0
4:153253748	ENST00000281708	2.9552e-01	0
4:153253749	ENST00000281708	8.7693e-02	0
4:153253750	ENST00000281708	1.1002e-01	0
4:153253751	ENST00000281708	1.8434e-01	0
4:153253752	ENST00000281708	4.9204e-02	1
4:153253753	ENST00000281708	1.0414e-01	0
4:153253754	ENST00000281708	1.8434e-01	0
4:153253755	ENST00000281708	4.9204e-02	0
4:153253756	ENST00000281708	1.1936e-01	2
4:153253757	ENST00000281708	1.1653e-01	0
4:153253758	ENST00000281708	3.3589e-02	0
4:153253759	ENST00000281708	2.3952e-01	0
4:153253760	ENST00000281708	3.1471e-01	0
4:153253761	ENST00000281708	5.6078e-02	0
4:153253762	ENST00000281708	1.1936e-01	0
4:153253763	ENST00000281708	8.5172e-02	0
4:153253764	ENST00000281708	1.2584e-01	0
4:153253765	ENST00000281708	1.1102e-01	0
4:153253766	ENST00000281708	1.8434e-01	0
4:153253767	ENST00000281708	4.8086e-02	0
4:153253768	ENST00000281708	2.3783e-01	0
4:153253769	ENST00000281708	6.2935e-02	0
4:153253770	ENST00000281708	1.0360e-01	0
4:153253771	ENST00000281708	7.9002e-02	0
4:153253772	ENST00000281708	1.6152e-01	0
4:153253774	ENST00000281708	1.1102e-01	0
4:153253775	ENST00000281708	2.3783e-01	0
4:153253777	ENST00000281708	1.2835e-01	0
4:153253778	ENST00000281708	2.5250e-01	0
4:153253779	ENST00000281708	1.6451e-01	0
4:153253780	ENST00000281708	1.6100e-01	0
4:153253781	ENST00000281708	1.3503e-01	0
4:153253782	ENST00000281708	1.0700e-01	0
4:153253783	ENST00000281708	1.4408e-01	0
4:153253784	ENST00000281708	2.3783e-01	0
4:153253785	ENST00000281708	4.9204e-02	0
4:153253786	ENST00000281708	1.0414e-01	0
4:153253787	ENST00000281708	1.5994e-01	0
4:153253789	ENST00000281708	2.4361e-01	0
4:153253790	ENST00000281708	2.9550e-01	0
4:153253791	ENST00000281708	7.9002e-02	0
4:153253792	ENST00000281708	1.1653e-01	0
4:153253793	ENST00000281708	5.8357e-02	0
4:153253794	ENST00000281708	3.6866e-02	0
4:153253795	ENST00000281708	2.1227e-01	0
4:153253796	ENST00000281708	2.1227e-01	0
4:153253797	ENST00000281708	4.3347e-02	0
4:153253798	ENST00000281708	2.3783e-01	0
4:153253799	ENST00000281708	6.2935e-02	0
4:153253800	ENST00000281708	1.0360e-01	0
4:153253801	ENST00000281708	7.9002e-02	0
4:153253802	ENST00000281708	1.6152e-01	0
4:153253804	ENST00000281708	1.6828e-01	0
4:153253805	ENST00000281708	1.4784e-01	0
4:153253807	ENST00000281708	2.7350e+00	1
4:153253808	ENST00000281708	2.2303e+00	0
4:153253809	ENST00000281708	2.1139e-02	0
4:153253810	ENST00000281708	2.9473e-01	0
4:153253811	ENST00000281708	3.1471e-01	0
4:153253813	ENST00000281708	2.9473e-01	1
4:153253814	ENST00000281708	1.4408e-01	0
4:153253815	ENST00000281708	1.2584e-01	0
4:153253816	ENST00000281708	1.6152e-01	0
4:153253817	ENST00000281708	8.9660e-02	0
4:153253819	ENST00000281708	2.4361e-01	0
4:153253820	ENST00000281708	2.4361e-01	0
4:153253822	ENST00000281708	2.3952e-01	0
4:153253823	ENST00000281708	2.4361e-01	0
4:153253824	ENST00000281708	4.9204e-02	0
4:153253825	ENST00000281708	1.3503e-01	0
4:153253826	ENST00000281708	1.0700e-01	0
4:153253828	ENST00000281708	1.4784e-01	0
4:153253829	ENST00000281708	8.6718e-02	1
4:153253831	ENST00000281708	1.6152e-01	0
4:153253832	ENST00000281708	8.8495e-02	0
4:153253833	ENST00000281708	1.6451e-01	0
4:153253834	ENST00000281708	1.4408e-01	0
4:153253835	ENST00000281708	2.3783e-01	0
4:153253836	ENST00000281708	4.9204e-02	0
4:153253837	ENST00000281708	1.1936e-01	0
4:153253838	ENST00000281708	1.1653e-01	1
4:153253840	ENST00000281708	2.9552e-01	0
4:153253841	ENST00000281708	3.6206e-01	0
4:153253842	ENST00000281708	5.4531e-02	0
4:153253843	ENST00000281708	1.0204e-01	0
4:153253844	ENST00000281708	2.0152e-01	0
4:153253846	ENST00000281708	1.5827e-01	0
4:153253847	ENST00000281708	8.6713e-02	0
4:153253848	ENST00000281708	1.0092e-01	0
4:153253849	ENST00000281708	1.0144e-01	0
4:153253850	ENST00000281708	2.0678e-01	0
4:153253852	ENST00000281708	1.1309e-01	0
4:153253853	ENST00000281708	1.0082e-01	0
4:153253855	ENST00000281708	1.2348e-01	0
4:153253856	ENST00000281708	2.3437e-01	0
4:153253858	ENST00000281708	1.6056e-01	0
4:153253859	ENST00000281708	2.8170e-01	0
4:153253861	ENST00000281708	2.7256e-01	1
4:153253862	ENST00000281708	1.4035e-01	1
4:153253864	ENST00000281708	1.0465e-01	0
4:153253865	ENST00000281708	2.4667e-01	0
4:153253867	ENST00000281708	2.1882e-01	0
4:153253868	ENST00000281708	2.6996e-01	1
4:153253869	ENST00000281708	7.2174e-02	1
4:153253870	ENST00000281708	1.0646e-01	0
4:153253871	ENST00000281708	5.0113e-02	0
4:153258954	ENST00000281708	8.4010e-02	0
4:153258955	ENST00000281708	1.0539e-01	0
4:153258956	ENST00000281708	1.7735e-01	0
4:153258957	ENST00000281708	4.7338e-02	0
4:153258958	ENST00000281708	1.1484e-01	0
4:153258959	ENST00000281708	1.0631e-01	1
4:153258961	ENST00000281708	2.4292e-01	0
4:153258962	ENST00000281708	2.8691e-01	0
4:153258964	ENST00000281708	1.0749e-01	0
4:153258965	ENST00000281708	2.3586e-01	0
4:153258966	ENST00000281708	9.7642e-02	0
4:153258967	ENST00000281708	1.1282e-01	0
4:153258968	ENST00000281708	5.4293e-02	0
4:153258970	ENST00000281708	1.1378e-01	0
4:153258971	ENST00000281708	1.0144e-01	0
4:153258972	ENST00000281708	3.5911e-02	0
4:153258973	ENST00000281708	2.0678e-01	0
4:153258974	ENST00000281708	3.0656e-01	0
4:153258975	ENST00000281708	8.7338e-02	0
4:153258976	ENST00000281708	1.0144e-01	0
4:153258977	ENST00000281708	1.2576e-01	0
4:153258978	ENST00000281708	1.0126e-01	0
4:153258979	ENST00000281708	1.4118e-01	0
4:153258980	ENST00000281708	2.3304e-01	0
4:153258982	ENST00000281708	2.1854e+00	0
4:153258983	ENST00000281708	9.7552e-02	0
4:153258984	ENST00000281708	5.4531e-02	0
4:153258985	ENST00000281708	1.3307e-01	0
4:153258986	ENST00000281708	8.8848e-02	0
4:153258987	ENST00000281708	4.2954e-02	0
4:153258988	ENST00000281708	1.1828e-01	0
4:153258989	ENST00000281708	1.6100e-01	0
4:153258990	ENST00000281708	1.0334e-01	0
4:153258991	ENST00000281708	1.6152e-01	0
4:153258992	ENST00000281708	7.9002e-02	0
4:153258994	ENST00000281708	2.9822e-01	0
4:153258995	ENST00000281708	3.6537e-01	0
4:153258996	ENST00000281708	5.5335e-02	0
4:153258997	ENST00000281708	1.0414e-01	0
4:153258998	ENST00000281708	1.8434e-01	0
4:153258999	ENST00000281708	1.0430e-01	0
4:153259000	ENST00000281708	2.8711e-01	0
4:153259001	ENST00000281708	1.8859e-01	0
4:153259003	ENST00000281708	1.6799e-01	0
4:153259004	ENST00000281708	2.6361e-01	1
4:153259005	ENST00000281708	4.9204e-02	0
4:153259006	ENST00000281708	1.3503e-01	0
4:153259007	ENST00000281708	1.0085e-01	0
4:153259008	ENST00000281708	2.3952e-01	0
4:153259009	ENST00000281708	3.1471e-01	0
4:153259010	ENST00000281708	1.8859e-01	0
4:153259011	ENST00000281708	2.0647e-01	0
4:153259012	ENST00000281708	3.1471e-01	0
4:153259013	ENST00000281708	2.8711e-01	0
4:153259014	ENST00000281708	6.1589e-02	0
4:153259015	ENST00000281708	3.1471e-01	1
4:153259016	ENST00000281708	2.9473e-01	0
4:153259017	ENST00000281708	5.5335e-02	0
4:153259018	ENST00000281708	1.1936e-01	0
4:153259019	ENST00000281708	9.7873e-02	0
4:153259021	ENST00000281708	1.6828e-01	0
4:153259022	ENST00000281708	2.6361e-01	0
4:153259023	ENST00000281708	4.9204e-02	0
4:153259024	ENST00000281708	1.3503e-01	0
4:153259025	ENST00000281708	1.0700e-01	0
4:153259027	ENST00000281708	2.9473e-01	0
4:153259028	ENST00000281708	1.6100e-01	0
4:153259030	ENST00000281708	2.1445e-01	0
4:153259031	ENST00000281708	3.6537e-01	0
4:153259032	ENST00000281708	5.5335e-02	0
4:153259033	ENST00000281708	1.0414e-01	0
4:153259034	ENST00000281708	1.5994e-01	0
4:153259035	ENST00000281708	3.7233e-02	0
4:153259036	ENST00000281708	2.9473e-01	0
4:153259037	ENST00000281708	1.3503e-01	0
4:153259038	ENST00000281708	5.5335e-02	0
4:153259039	ENST00000281708	2.6361e-01	0
4:153259040	ENST00000281708	1.4784e-01	0
4:153259041	ENST00000281708	6.1589e-02	0
4:153259042	ENST00000281708	1.8859e-01	0
4:153259043	ENST00000281708	2.0647e-01	0
4:153259044	ENST00000281708	3.9509e-02	0
4:153259045	ENST00000281708	2.1227e-01	0
4:153259046	ENST00000281708	3.1471e-01	0
4:153259048	ENST00000281708	1.1102e-01	0
4:153259049	ENST00000281708	2.6361e-01	0
4:153259050	ENST00000281708	5.5335e-02	0
4:153259051	ENST00000281708	1.0414e-01	0
4:153259052	ENST00000281708	1.5994e-01	1
4:153259053	ENST00000281708	8.7597e-02	0
4:153259054	ENST00000281708	1.8859e-01	0
4:153259055	ENST00000281708	2.3783e-01	0
4:153259056	ENST00000281708	4.3544e-02	0
